e2145388 0
e2679325 208294733
e3166130 0
e3718305 0
e5601435 0
e6961751 0
e11871430 0
e13102552 0
e22066106 24872919
e23817068 0
e26939470 0
e30036540 0
e33957852 0
e37490450 0
e38438084 50666542732
e39333034 0
e40893507 4000377
e49188482 0
e55053127 0
e56334152 0
e58311103 0
e62357398 0
e67546339 0
e68404501 0
e75170840 0
e75296820 0
e77145095 0
e86156091 7557203912
e90799346 0
e92719042 0
e96199150 0
e97018265 0
e98582416 7719076540
e105117041 0
e105891848 0
e107371275 0
e111015833 0
e112941199 0
e114164561 0
e115643876 0
e120716488 0
e120917685 0
e122034066 0
e124872007 0
e133155944 45134348361
e139039345 1050192412
e142175773 0
e143012048 0
e143032950 0
e143199788 0
e143262751 12156890455
e143335296 0
e146029171 0
e148033462 0
e148348926 0
e152397594 0
e154184229 0
e157547587 0
e160773985 0
e164764783 0
e165998259 0
e166678035 47585321837
e168007407 7084
e171343339 0
e175758063 15826744
e177132988 0
e187881552 0
e188360435 0
e189592347 0
e197381757 0
e201710181 0
e205495275 0
e215477332 79321795
e216701082 0
e217146514 0
e218649935 110467138197
e218992928 1495360252
e226544737 0
e236355813 0
e245034220 0
e255548015 0
e256518009 0
e259094851 0
e260587712 0
e265138948 0
e266850936 1926655288
e275064659 0
e277762365 0
e279744402 0
e281768874 3840063
e283950009 0
e289494273 0
e295718413 3442462061
e297486966 0
e300221745 0
e306423829 23945584
e310348786 0
e310662678 1571853781896
e313295972 0
e313351369 0
e317011907 0
e319052581 0
e321492953 0
e325782660 995690
e329663708 0
e332943844 79304180
e339324686 0
e341609523 0
e344699815 0
e350643236 0
e351221043 0
e352301881 18692120833
e359569527 0
e361584826 0
e361900693 0
e363664498 0
e366154626 962497
e372458800 0
e378175956 0
e380483207 0
e385019787 0
e389396261 0
e403545727 0
e403868930 0
e406979416 0
e409056071 0
e424098511 0
e427930837 0
e429189883 0
e432473858 0
e443865681 0
e447002770 0
e451597502 0
e458847246 0
e459595925 0
e472769133 4775
e475650147 0
e479497384 0
e483818214 0
e491812820 0
e497835630 0
e505407722 0
e506183215 145696534436
e511900941 0
e512320954 0
e513392991 0
e513503674 0
e513540187 0
e516218728 0
e516666981 0
e523388040 0
e524447658 0
e526018501 0
e529335332 0
e531815827 0
e538064841 0
e539980354 0
e541043045 0
e544217322 0
e545059663 0
e549236675 19685464797
e551173053 0
e554161347 33736633295
e571751314 0
e572448743 0
e583062335 0
e585335785 0
e587981550 0
e589947255 0
e599122182 0
e601047792 0
e606072730 0
e606473003 0
e608373385 0
e613420004 0
e616694188 0
e622794581 0
e624762663 0
e627426172 0
e628015238 0
e634664853 10672
e641757365 0
e642072527 0
e643358389 0
e645688068 0
e647852263 0
e649270296 0
e660190475 250950
e660387499 0
e661121159 0
e665933121 0
e667696377 0
e668627480 373524005668
e670556006 0
e676951513 27929
e677587481 0
e680822103 0
e681532028 0
e681553729 0
e685206108 0
e685231043 0
e687130193 0
e687406475 0
e687721825 0
e690018733 0
e695825723 0
e695862004 0
e706934628 0
e707813539 0
e708427085 0
e710749070 0
e713547867 0
e717240345 43210804
e718572278 0
e721778600 0
e722766223 0
e725794275 0
e730670176 0
e737661873 0
e738183602 50456195905
e741577018 0
e748316736 0
e751287246 0
e758475196 0
e761672870 0
e764740284 0
e765902655 0
e768347202 0
e770131870 0
e772318181 0
e773798589 0
e775793103 0
e781082802 0
e782339817 8729007490779
e784686743 0
e789727252 0
e790405879 0
e791811160 0
e795831746 0
e798324601 0
e799112511 0
e799178018 0
e799271425 160036195
e800384622 3077741864
e805821516 0
e814267806 0
e816056356 0
e818280116 7761710955405
e818898053 0
e827631834 0
e830518988 0
e833597932 0
e834992820 2939386912
e839059449 0
e845337552 0
e845350487 0
e850477422 0
e861319509 5654514044
e863361736 0
e863929674 0
e865316074 0
e866018717 82749227005775
e867069076 0
e872961962 0
e875419734 0
e877525844 92486084
e880740118 0
e881117162 0
e881521144 0
e882942043 0
e885859547 396940187
